X,Y,Shorter
-159,-158,D
-159,-157,D
-159,-156,D
-159,-155,D
-159,-154,D
-159,-153,D
-159,-152,D
-159,-151,D
-159,-150,D
-159,-149,D
-159,-148,D
-159,-147,D
-159,-146,D
-159,-145,D
-159,-144,D
-159,-143,D
-159,-142,D
-159,-141,D
-159,-140,D
-159,-139,D
-159,-138,D
-159,-137,D
-159,-136,D
-159,-135,D
-159,-134,D
-159,-133,D
-159,-132,D
-159,-131,D
-159,-130,D
-159,-129,D
-159,-128,D
-159,-127,D
-159,-126,D
-159,-125,D
-159,-124,D
-159,-123,D
-159,-122,D
-159,-121,D
-159,-120,D
-159,-119,D
-159,-118,D
-159,-117,D
-159,-116,D
-159,-115,D
-159,-114,D
-159,-113,D
-159,-112,D
-159,-111,D
-159,-110,D
-159,-109,D
-159,-108,D
-159,-107,D
-159,-106,D
-159,-105,D
-159,-104,D
-159,-103,D
-159,-102,D
-159,-101,D
-159,-100,D
-159,-99,D
-159,-98,D
-159,-97,D
-159,-96,D
-159,-95,D
-159,-94,D
-159,-93,D
-159,-92,D
-159,-91,D
-159,-90,D
-159,-89,D
-159,-88,D
-159,-87,D
-159,-86,D
-159,-85,D
-159,-84,D
-159,-83,D
-159,-82,D
-159,-81,D
-159,-80,D
-159,-79,D
-159,-78,D
-159,-77,D
-159,-76,D
-159,-75,D
-159,-74,D
-159,-73,D
-159,-72,D
-159,-71,D
-159,-70,D
-159,-69,D
-159,-68,D
-159,-67,D
-159,-66,D
-159,-65,H
-159,-64,H
-159,-63,H
-159,-62,H
-159,-61,H
-159,-60,H
-159,-59,H
-159,-58,H
-159,-57,H
-159,-56,H
-159,-55,H
-159,-54,H
-159,-53,H
-159,-52,H
-159,-51,H
-159,-50,H
-159,-49,H
-159,-48,H
-159,-47,H
-159,-46,H
-159,-45,H
-159,-44,H
-159,-43,H
-159,-42,H
-159,-41,H
-159,-40,H
-159,-39,H
-159,-38,H
-159,-37,H
-159,-36,H
-159,-35,H
-159,-34,H
-159,-33,H
-159,-32,H
-159,-31,H
-159,-30,H
-159,-29,H
-159,-28,H
-159,-27,H
-159,-26,H
-159,-25,H
-159,-24,H
-159,-23,H
-159,-22,H
-159,-21,H
-159,-20,H
-159,-19,H
-159,-18,H
-159,-17,H
-159,-16,H
-159,-15,H
-159,-14,H
-159,-13,H
-159,-12,H
-159,-11,H
-159,-10,H
-159,-9,H
-159,-8,H
-159,-7,H
-159,-6,H
-159,-5,H
-159,-4,H
-159,-3,H
-159,-2,H
-159,-1,H
-159,0,H
-159,1,H
-159,2,H
-159,3,H
-159,4,H
-159,5,H
-159,6,H
-159,7,H
-159,8,H
-159,9,H
-159,10,H
-159,11,H
-159,12,H
-159,13,H
-159,14,H
-159,15,H
-159,16,H
-159,17,H
-159,18,H
-159,19,H
-159,20,H
-159,21,H
-159,22,H
-159,23,H
-159,24,H
-159,25,H
-159,26,H
-159,27,H
-159,28,H
-159,29,H
-159,30,H
-159,31,H
-159,32,H
-159,33,H
-159,34,H
-159,35,H
-159,36,H
-159,37,H
-159,38,H
-159,39,H
-159,40,H
-159,41,H
-159,42,H
-159,43,H
-159,44,H
-159,45,H
-159,46,H
-159,47,H
-159,48,H
-159,49,H
-159,50,H
-159,51,H
-159,52,H
-159,53,H
-159,54,H
-159,55,H
-159,56,H
-159,57,H
-159,58,H
-159,59,H
-159,60,H
-159,61,H
-159,62,H
-159,63,H
-159,64,H
-159,65,H
-159,66,D
-159,67,D
-159,68,D
-159,69,D
-159,70,D
-159,71,D
-159,72,D
-159,73,D
-159,74,D
-159,75,D
-159,76,D
-159,77,D
-159,78,D
-159,79,D
-159,80,D
-159,81,D
-159,82,D
-159,83,D
-159,84,D
-159,85,D
-159,86,D
-159,87,D
-159,88,D
-159,89,D
-159,90,D
-159,91,D
-159,92,D
-159,93,D
-159,94,D
-159,95,D
-159,96,D
-159,97,D
-159,98,D
-159,99,D
-159,100,D
-159,101,D
-159,102,D
-159,103,D
-159,104,D
-159,105,D
-159,106,D
-159,107,D
-159,108,D
-159,109,D
-159,110,D
-159,111,D
-159,112,D
-159,113,D
-159,114,D
-159,115,D
-159,116,D
-159,117,D
-159,118,D
-159,119,D
-159,120,D
-159,121,D
-159,122,D
-159,123,D
-159,124,D
-159,125,D
-159,126,D
-159,127,D
-159,128,D
-159,129,D
-159,130,D
-159,131,D
-159,132,D
-159,133,D
-159,134,D
-159,135,D
-159,136,D
-159,137,D
-159,138,D
-159,139,D
-159,140,D
-159,141,D
-159,142,D
-159,143,D
-159,144,D
-159,145,D
-159,146,D
-159,147,D
-159,148,D
-159,149,D
-159,150,D
-159,151,D
-159,152,D
-159,153,D
-159,154,D
-159,155,D
-159,156,D
-159,157,D
-159,158,D
-159,159,D
-159,160,D
-159,161,D
-159,162,D
-159,163,D
-159,164,D
-159,165,D
-159,166,D
-159,167,D
-159,168,D
-159,169,D
-159,170,D
-159,171,D
-159,172,D
-159,173,D
-159,174,D
-159,175,D
-159,176,D
-159,177,D
-159,178,D
-159,179,D
-159,180,D
-159,181,D
-159,182,D
-159,183,D
-159,184,D
-159,185,D
-159,186,D
-159,187,D
-159,188,D
-159,189,D
-159,190,D
-159,191,D
-159,192,D
-159,193,D
-159,194,D
-159,195,D
-159,196,D
-159,197,D
-159,198,D
-159,199,D
-159,200,D
-158,-200,D
-158,-199,D
-158,-198,D
-158,-197,D
-158,-196,D
-158,-195,D
-158,-194,D
-158,-193,D
-158,-192,D
-158,-191,D
-158,-190,D
-158,-189,D
-158,-188,D
-158,-187,D
-158,-186,D
-158,-185,D
-158,-184,D
-158,-183,D
-158,-182,D
-158,-181,D
-158,-180,D
-158,-179,D
-158,-178,D
-158,-177,D
-158,-176,D
-158,-175,D
-158,-174,D
-158,-173,D
-158,-172,D
-158,-171,D
-158,-170,D
-158,-169,D
-158,-168,D
-158,-167,D
-158,-166,D
-158,-165,D
-158,-164,D
-158,-163,D
-158,-162,D
-158,-161,D
-158,-160,D
-158,-159,D
-158,-158,D
-158,-157,D
-158,-156,D
-158,-155,D
-158,-154,D
-158,-153,D
-158,-152,D
-158,-151,D
-158,-150,D
-158,-149,D
-158,-148,D
-158,-147,D
-158,-146,D
-158,-145,D
-158,-144,D
-158,-143,D
-158,-142,D
-158,-141,D
-158,-140,D
-158,-139,D
-158,-138,D
-158,-137,D
-158,-136,D
-158,-135,D
-158,-134,D
-158,-133,D
-158,-132,D
-158,-131,D
-158,-130,D
-158,-129,D
-158,-128,D
-158,-127,D
-158,-126,D
-158,-125,D
-158,-124,D
-158,-123,D
-158,-122,D
-158,-121,D
-158,-120,D
-158,-119,D
-158,-118,D
-158,-117,D
-158,-116,D
-158,-115,D
-158,-114,D
-158,-113,D
-158,-112,D
-158,-111,D
-158,-110,D
-158,-109,D
-158,-108,D
-158,-107,D
-158,-106,D
-158,-105,D
-158,-104,D
-158,-103,D
-158,-102,D
-158,-101,D
-158,-100,D
-158,-99,D
-158,-98,D
-158,-97,D
-158,-96,D
-158,-95,D
-158,-94,D
-158,-93,D
-158,-92,D
-158,-91,D
-158,-90,D
-158,-89,D
-158,-88,D
-158,-87,D
-158,-86,D
-158,-85,D
-158,-84,D
-158,-83,D
-158,-82,D
-158,-81,D
-158,-80,D
-158,-79,D
-158,-78,D
-158,-77,D
-158,-76,D
-158,-75,D
-158,-74,D
-158,-73,D
-158,-72,D
-158,-71,D
-158,-70,D
-158,-69,D
-158,-68,D
-158,-67,D
-158,-66,D
-158,-65,H
-158,-64,H
-158,-63,H
-158,-62,H
-158,-61,H
-158,-60,H
-158,-59,H
-158,-58,H
-158,-57,H
-158,-56,H
-158,-55,H
-158,-54,H
-158,-53,H
-158,-52,H
-158,-51,H
-158,-50,H
-158,-49,H
-158,-48,H
-158,-47,H
-158,-46,H
-158,-45,H
-158,-44,H
-158,-43,H
-158,-42,H
-158,-41,H
-158,-40,H
-158,-39,H
-158,-38,H
-158,-37,H
-158,-36,H
-158,-35,H
-158,-34,H
-158,-33,H
-158,-32,H
-158,-31,H
-158,-30,H
-158,-29,H
-158,-28,H
-158,-27,H
-158,-26,H
-158,-25,H
-158,-24,H
-158,-23,H
-158,-22,H
-158,-21,H
-158,-20,H
-158,-19,H
-158,-18,H
-158,-17,H
-158,-16,H
-158,-15,H
-158,-14,H
-158,-13,H
-158,-12,H
-158,-11,H
-158,-10,H
-158,-9,H
-158,-8,H
-158,-7,H
-158,-6,H
-158,-5,H
-158,-4,H
-158,-3,H
-158,-2,H
-158,-1,H
-158,0,H
-158,1,H
-158,2,H
-158,3,H
-158,4,H
-158,5,H
-158,6,H
-158,7,H
-158,8,H
-158,9,H
-158,10,H
-158,11,H
-158,12,H
-158,13,H
-158,14,H
-158,15,H
-158,16,H
-158,17,H
-158,18,H
-158,19,H
-158,20,H
-158,21,H
-158,22,H
-158,23,H
-158,24,H
-158,25,H
-158,26,H
-158,27,H
-158,28,H
-158,29,H
-158,30,H
-158,31,H
-158,32,H
-158,33,H
-158,34,H
-158,35,H
-158,36,H
-158,37,H
-158,38,H
-158,39,H
-158,40,H
-158,41,H
-158,42,H
-158,43,H
-158,44,H
-158,45,H
-158,46,H
-158,47,H
-158,48,H
-158,49,H
-158,50,H
-158,51,H
-158,52,H
-158,53,H
-158,54,H
-158,55,H
-158,56,H
-158,57,H
-158,58,H
-158,59,H
-158,60,H
-158,61,H
-158,62,H
-158,63,H
-158,64,H
-158,65,H
-158,66,D
-158,67,D
-158,68,D
-158,69,D
-158,70,D
-158,71,D
-158,72,D
-158,73,D
-158,74,D
-158,75,D
-158,76,D
-158,77,D
-158,78,D
-158,79,D
-158,80,D
-158,81,D
-158,82,D
-158,83,D
-158,84,D
-158,85,D
-158,86,D
-158,87,D
-158,88,D
-158,89,D
-158,90,D
-158,91,D
-158,92,D
-158,93,D
-158,94,D
-158,95,D
-158,96,D
-158,97,D
-158,98,D
-158,99,D
-158,100,D
-158,101,D
-158,102,D
-158,103,D
-158,104,D
-158,105,D
-158,106,D
-158,107,D
-158,108,D
-158,109,D
-158,110,D
-158,111,D
-158,112,D
-158,113,D
-158,114,D
-158,115,D
-158,116,D
-158,117,D
-158,118,D
-158,119,D
-158,120,D
-158,121,D
-158,122,D
-158,123,D
-158,124,D
-158,125,D
-158,126,D
-158,127,D
-158,128,D
-158,129,D
-158,130,D
-158,131,D
-158,132,D
-158,133,D
-158,134,D
-158,135,D
-158,136,D
-158,137,D
-158,138,D
-158,139,D
-158,140,D
-158,141,D
-158,142,D
-158,143,D
-158,144,D
-158,145,D
-158,146,D
-158,147,D
-158,148,D
-158,149,D
-158,150,D
-158,151,D
-158,152,D
-158,153,D
-158,154,D
-158,155,D
-158,156,D
-158,157,D
-158,158,D
-158,159,D
-158,160,D
-158,161,D
-158,162,D
-158,163,D
-158,164,D
-158,165,D
-158,166,D
-158,167,D
-158,168,D
-158,169,D
-158,170,D
-158,171,D
-158,172,D
-158,173,D
-158,174,D
-158,175,D
-158,176,D
-158,177,D
-158,178,D
-158,179,D
-158,180,D
-158,181,D
-158,182,D
-158,183,D
-158,184,D
-158,185,D
-158,186,D
-158,187,D
-158,188,D
-158,189,D
-158,190,D
-158,191,D
-158,192,D
-158,193,D
-158,194,D
-158,195,D
-158,196,D
-158,197,D
-158,198,D
-158,199,D
-158,200,D
-157,-200,D
-157,-199,D
-157,-198,D
-157,-197,D
-157,-196,D
-157,-195,D
-157,-194,D
-157,-193,D
-157,-192,D
-157,-191,D
-157,-190,D
-157,-189,D
-157,-188,D
-157,-187,D
-157,-186,D
-157,-185,D
-157,-184,D
-157,-183,D
-157,-182,D
-157,-181,D
-157,-180,D
-157,-179,D
-157,-178,D
-157,-177,D
-157,-176,D
-157,-175,D
-157,-174,D
-157,-173,D
-157,-172,D
-157,-171,D
-157,-170,D
-157,-169,D
-157,-168,D
-157,-167,D
-157,-166,D
-157,-165,D
-157,-164,D
-157,-163,D
-157,-162,D
-157,-161,D
-157,-160,D
-157,-159,D
-157,-158,D
-157,-157,D
-157,-156,D
-157,-155,D
-157,-154,D
-157,-153,D
-157,-152,D
-157,-151,D
-157,-150,D
-157,-149,D
-157,-148,D
-157,-147,D
-157,-146,D
-157,-145,D
-157,-144,D
-157,-143,D
-157,-142,D
-157,-141,D
-157,-140,D
-157,-139,D
-157,-138,D
-157,-137,D
-157,-136,D
-157,-135,D
-157,-134,D
-157,-133,D
-157,-132,D
-157,-131,D
-157,-130,D
-157,-129,D
-157,-128,D
-157,-127,D
-157,-126,D
-157,-125,D
-157,-124,D
-157,-123,D
-157,-122,D
-157,-121,D
-157,-120,D
-157,-119,D
-157,-118,D
-157,-117,D
-157,-116,D
-157,-115,D
-157,-114,D
-157,-113,D
-157,-112,D
-157,-111,D
-157,-110,D
-157,-109,D
-157,-108,D
-157,-107,D
-157,-106,D
-157,-105,D
-157,-104,D
-157,-103,D
-157,-102,D
-157,-101,D
-157,-100,D
-157,-99,D
-157,-98,D
-157,-97,D
-157,-96,D
-157,-95,D
-157,-94,D
-157,-93,D
-157,-92,D
-157,-91,D
-157,-90,D
-157,-89,D
-157,-88,D
-157,-87,D
-157,-86,D
-157,-85,D
-157,-84,D
-157,-83,D
-157,-82,D
-157,-81,D
-157,-80,D
-157,-79,D
-157,-78,D
-157,-77,D
-157,-76,D
-157,-75,D
-157,-74,D
-157,-73,D
-157,-72,D
-157,-71,D
-157,-70,D
-157,-69,D
-157,-68,D
-157,-67,D
-157,-66,D
-157,-65,H
-157,-64,H
-157,-63,H
-157,-62,H
-157,-61,H
-157,-60,H
-157,-59,H
-157,-58,H
-157,-57,H
-157,-56,H
-157,-55,H
-157,-54,H
-157,-53,H
-157,-52,H
-157,-51,H
-157,-50,H
-157,-49,H
-157,-48,H
-157,-47,H
-157,-46,H
-157,-45,H
-157,-44,H
-157,-43,H
-157,-42,H
-157,-41,H
-157,-40,H
-157,-39,H
-157,-38,H
-157,-37,H
-157,-36,H
-157,-35,H
-157,-34,H
-157,-33,H
-157,-32,H
-157,-31,H
-157,-30,H
-157,-29,H
-157,-28,H
-157,-27,H
-157,-26,H
-157,-25,H
-157,-24,H
-157,-23,H
-157,-22,H
-157,-21,H
-157,-20,H
-157,-19,H
-157,-18,H
-157,-17,H
-157,-16,H
-157,-15,H
-157,-14,H
-157,-13,H
-157,-12,H
-157,-11,H
-157,-10,H
-157,-9,H
-157,-8,H
-157,-7,H
-157,-6,H
-157,-5,H
-157,-4,H
-157,-3,H
-157,-2,H
-157,-1,H
-157,0,H
-157,1,H
-157,2,H
-157,3,H
-157,4,H
-157,5,H
-157,6,H
-157,7,H
-157,8,H
-157,9,H
-157,10,H
-157,11,H
-157,12,H
-157,13,H
-157,14,H
-157,15,H
-157,16,H
-157,17,H
-157,18,H
-157,19,H
-157,20,H
-157,21,H
-157,22,H
-157,23,H
-157,24,H
-157,25,H
-157,26,H
-157,27,H
-157,28,H
-157,29,H
-157,30,H
-157,31,H
-157,32,H
-157,33,H
-157,34,H
-157,35,H
-157,36,H
-157,37,H
-157,38,H
-157,39,H
-157,40,H
-157,41,H
-157,42,H
-157,43,H
-157,44,H
-157,45,H
-157,46,H
-157,47,H
-157,48,H
-157,49,H
-157,50,H
-157,51,H
-157,52,H
-157,53,H
-157,54,H
-157,55,H
-157,56,H
-157,57,H
-157,58,H
-157,59,H
-157,60,H
-157,61,H
-157,62,H
-157,63,H
-157,64,H
-157,65,H
-157,66,D
-157,67,D
-157,68,D
-157,69,D
-157,70,D
-157,71,D
-157,72,D
-157,73,D
-157,74,D
-157,75,D
-157,76,D
-157,77,D
-157,78,D
-157,79,D
-157,80,D
-157,81,D
-157,82,D
-157,83,D
-157,84,D
-157,85,D
-157,86,D
-157,87,D
-157,88,D
-157,89,D
-157,90,D
-157,91,D
-157,92,D
-157,93,D
-157,94,D
-157,95,D
-157,96,D
-157,97,D
-157,98,D
-157,99,D
-157,100,D
-157,101,D
-157,102,D
-157,103,D
-157,104,D
-157,105,D
-157,106,D
-157,107,D
-157,108,D
-157,109,D
-157,110,D
-157,111,D
-157,112,D
-157,113,D
-157,114,D
-157,115,D
-157,116,D
-157,117,D
-157,118,D
-157,119,D
-157,120,D
-157,121,D
-157,122,D
-157,123,D
-157,124,D
-157,125,D
-157,126,D
-157,127,D
-157,128,D
-157,129,D
-157,130,D
-157,131,D
-157,132,D
-157,133,D
-157,134,D
-157,135,D
-157,136,D
-157,137,D
-157,138,D
-157,139,D
-157,140,D
-157,141,D
-157,142,D
-157,143,D
-157,144,D
-157,145,D
-157,146,D
-157,147,D
-157,148,D
-157,149,D
-157,150,D
-157,151,D
-157,152,D
-157,153,D
-157,154,D
-157,155,D
-157,156,D
-157,157,D
-157,158,D
-157,159,D
-157,160,D
-157,161,D
-157,162,D
-157,163,D
-157,164,D
-157,165,D
-157,166,D
-157,167,D
-157,168,D
-157,169,D
-157,170,D
-157,171,D
-157,172,D
-157,173,D
-157,174,D
-157,175,D
-157,176,D
-157,177,D
-157,178,D
-157,179,D
-157,180,D
-157,181,D
-157,182,D
-157,183,D
-157,184,D
-157,185,D
-157,186,D
-157,187,D
-157,188,D
-157,189,D
-157,190,D
-157,191,D
-157,192,D
-157,193,D
-157,194,D
-157,195,D
-157,196,D
-157,197,D
-157,198,D
-157,199,D
-157,200,D
-156,-200,D
-156,-199,D
-156,-198,D
-156,-197,D
-156,-196,D
-156,-195,D
-156,-194,D
-156,-193,D
-156,-192,D
-156,-191,D
-156,-190,D
-156,-189,D
-156,-188,D
-156,-187,D
-156,-186,D
-156,-185,D
-156,-184,D
-156,-183,D
-156,-182,D
-156,-181,D
-156,-180,D
-156,-179,D
-156,-178,D
-156,-177,D
-156,-176,D
-156,-175,D
-156,-174,D
-156,-173,D
-156,-172,D
-156,-171,D
-156,-170,D
-156,-169,D
-156,-168,D
-156,-167,D
-156,-166,D
-156,-165,D
-156,-164,D
-156,-163,D
-156,-162,D
-156,-161,D
-156,-160,D
-156,-159,D
-156,-158,D
-156,-157,D
-156,-156,D
-156,-155,D
-156,-154,D
-156,-153,D
-156,-152,D
-156,-151,D
-156,-150,D
-156,-149,D
-156,-148,D
-156,-147,D
-156,-146,D
-156,-145,D
-156,-144,D
-156,-143,D
-156,-142,D
-156,-141,D
-156,-140,D
-156,-139,D
-156,-138,D
-156,-137,D
-156,-136,D
-156,-135,D
-156,-134,D
-156,-133,D
-156,-132,D
-156,-131,D
-156,-130,D
-156,-129,D
-156,-128,D
-156,-127,D
-156,-126,D
-156,-125,D
-156,-124,D
-156,-123,D
-156,-122,D
-156,-121,D
-156,-120,D
-156,-119,D
-156,-118,D
-156,-117,D
-156,-116,D
-156,-115,D
-156,-114,D
-156,-113,D
-156,-112,D
-156,-111,D
-156,-110,D
-156,-109,D
-156,-108,D
-156,-107,D
-156,-106,D
-156,-105,D
-156,-104,D
-156,-103,D
-156,-102,D
-156,-101,D
-156,-100,D
-156,-99,D
-156,-98,D
-156,-97,D
-156,-96,D
-156,-95,D
-156,-94,D
-156,-93,D
-156,-92,D
-156,-91,D
-156,-90,D
-156,-89,D
-156,-88,D
-156,-87,D
-156,-86,D
-156,-85,D
-156,-84,D
-156,-83,D
-156,-82,D
-156,-81,D
-156,-80,D
-156,-79,D
-156,-78,D
-156,-77,D
-156,-76,D
-156,-75,D
-156,-74,D
-156,-73,D
-156,-72,D
-156,-71,D
-156,-70,D
-156,-69,D
-156,-68,D
-156,-67,D
-156,-66,D
-156,-65,D
-156,-64,H
-156,-63,H
-156,-62,H
-156,-61,H
-156,-60,H
-156,-59,H
-156,-58,H
-156,-57,H
-156,-56,H
-156,-55,H
-156,-54,H
-156,-53,H
-156,-52,H
-156,-51,H
-156,-50,H
-156,-49,H
-156,-48,H
-156,-47,H
-156,-46,H
-156,-45,H
-156,-44,H
-156,-43,H
-156,-42,H
-156,-41,H
-156,-40,H
-156,-39,H
-156,-38,H
-156,-37,H
-156,-36,H
-156,-35,H
-156,-34,H
-156,-33,H
-156,-32,H
-156,-31,H
-156,-30,H
-156,-29,H
-156,-28,H
-156,-27,H
-156,-26,H
-156,-25,H
-156,-24,H
-156,-23,H
-156,-22,H
-156,-21,H
-156,-20,H
-156,-19,H
-156,-18,H
-156,-17,H
-156,-16,H
-156,-15,H
-156,-14,H
-156,-13,H
-156,-12,H
-156,-11,H
-156,-10,H
-156,-9,H
-156,-8,H
-156,-7,H
-156,-6,H
-156,-5,H
-156,-4,H
-156,-3,H
-156,-2,H
-156,-1,H
-156,0,H
-156,1,H
-156,2,H
-156,3,H
-156,4,H
-156,5,H
-156,6,H
-156,7,H
-156,8,H
-156,9,H
-156,10,H
-156,11,H
-156,12,H
-156,13,H
-156,14,H
-156,15,H
-156,16,H
-156,17,H
-156,18,H
-156,19,H
-156,20,H
-156,21,H
-156,22,H
-156,23,H
-156,24,H
-156,25,H
-156,26,H
-156,27,H
-156,28,H
-156,29,H
-156,30,H
-156,31,H
-156,32,H
-156,33,H
-156,34,H
-156,35,H
-156,36,H
-156,37,H
-156,38,H
-156,39,H
-156,40,H
-156,41,H
-156,42,H
-156,43,H
-156,44,H
-156,45,H
-156,46,H
-156,47,H
-156,48,H
-156,49,H
-156,50,H
-156,51,H
-156,52,H
-156,53,H
-156,54,H
-156,55,H
-156,56,H
-156,57,H
-156,58,H
-156,59,H
-156,60,H
-156,61,H
-156,62,H
-156,63,H
-156,64,H
-156,65,D
-156,66,D
-156,67,D
-156,68,D
-156,69,D
-156,70,D
-156,71,D
-156,72,D
-156,73,D
-156,74,D
-156,75,D
-156,76,D
-156,77,D
-156,78,D
-156,79,D
-156,80,D
-156,81,D
-156,82,D
-156,83,D
-156,84,D
-156,85,D
-156,86,D
-156,87,D
-156,88,D
-156,89,D
-156,90,D
-156,91,D
-156,92,D
-156,93,D
-156,94,D
-156,95,D
-156,96,D
-156,97,D
-156,98,D
-156,99,D
-156,100,D
-156,101,D
-156,102,D
-156,103,D
-156,104,D
-156,105,D
-156,106,D
-156,107,D
-156,108,D
-156,109,D
-156,110,D
-156,111,D
-156,112,D
-156,113,D
-156,114,D
-156,115,D
-156,116,D
-156,117,D
-156,118,D
-156,119,D
-156,120,D
-156,121,D
-156,122,D
-156,123,D
-156,124,D
-156,125,D
-156,126,D
-156,127,D
-156,128,D
-156,129,D
-156,130,D
-156,131,D
-156,132,D
-156,133,D
-156,134,D
-156,135,D
-156,136,D
-156,137,D
-156,138,D
-156,139,D
-156,140,D
-156,141,D
-156,142,D
-156,143,D
-156,144,D
-156,145,D
-156,146,D
-156,147,D
-156,148,D
-156,149,D
-156,150,D
-156,151,D
-156,152,D
-156,153,D
-156,154,D
-156,155,D
-156,156,D
-156,157,D
-156,158,D
-156,159,D
-156,160,D
-156,161,D
-156,162,D
-156,163,D
-156,164,D
-156,165,D
-156,166,D
-156,167,D
-156,168,D
-156,169,D
-156,170,D
-156,171,D
-156,172,D
-156,173,D
-156,174,D
-156,175,D
-156,176,D
-156,177,D
-156,178,D
-156,179,D
-156,180,D
-156,181,D
-156,182,D
-156,183,D
-156,184,D
-156,185,D
-156,186,D
-156,187,D
-156,188,D
-156,189,D
-156,190,D
-156,191,D
-156,192,D
-156,193,D
-156,194,D
-156,195,D
-156,196,D
-156,197,D
-156,198,D
-156,199,D
-156,200,D
-155,-200,D
-155,-199,D
-155,-198,D
-155,-197,D
-155,-196,D
-155,-195,D
-155,-194,D
-155,-193,D
-155,-192,D
-155,-191,D
-155,-190,D
-155,-189,D
-155,-188,D
-155,-187,D
-155,-186,D
-155,-185,D
-155,-184,D
-155,-183,D
-155,-182,D
-155,-181,D
-155,-180,D
-155,-179,D
-155,-178,D
-155,-177,D
-155,-176,D
-155,-175,D
-155,-174,D
-155,-173,D
-155,-172,D
-155,-171,D
-155,-170,D
-155,-169,D
-155,-168,D
-155,-167,D
-155,-166,D
-155,-165,D
-155,-164,D
-155,-163,D
-155,-162,D
-155,-161,D
-155,-160,D
-155,-159,D
-155,-158,D
-155,-157,D
-155,-156,D
-155,-155,D
-155,-154,D
-155,-153,D
-155,-152,D
-155,-151,D
-155,-150,D
-155,-149,D
-155,-148,D
-155,-147,D
-155,-146,D
-155,-145,D
-155,-144,D
-155,-143,D
-155,-142,D
-155,-141,D
-155,-140,D
-155,-139,D
-155,-138,D
-155,-137,D
-155,-136,D
-155,-135,D
-155,-134,D
-155,-133,D
-155,-132,D
-155,-131,D
-155,-130,D
-155,-129,D
-155,-128,D
-155,-127,D
-155,-126,D
-155,-125,D
-155,-124,D
-155,-123,D
-155,-122,D
-155,-121,D
-155,-120,D
-155,-119,D
-155,-118,D
-155,-117,D
-155,-116,D
-155,-115,D
-155,-114,D
-155,-113,D
-155,-112,D
-155,-111,D
-155,-110,D
-155,-109,D
-155,-108,D
-155,-107,D
-155,-106,D
-155,-105,D
-155,-104,D
-155,-103,D
-155,-102,D
-155,-101,D
-155,-100,D
-155,-99,D
-155,-98,D
-155,-97,D
-155,-96,D
-155,-95,D
-155,-94,D
-155,-93,D
-155,-92,D
-155,-91,D
-155,-90,D
-155,-89,D
-155,-88,D
-155,-87,D
-155,-86,D
-155,-85,D
-155,-84,D
-155,-83,D
-155,-82,D
-155,-81,D
-155,-80,D
-155,-79,D
-155,-78,D
-155,-77,D
-155,-76,D
-155,-75,D
-155,-74,D
-155,-73,D
-155,-72,D
-155,-71,D
-155,-70,D
-155,-69,D
-155,-68,D
-155,-67,D
-155,-66,D
-155,-65,D
-155,-64,H
-155,-63,H
-155,-62,H
-155,-61,H
-155,-60,H
-155,-59,H
-155,-58,H
-155,-57,H
-155,-56,H
-155,-55,H
-155,-54,H
-155,-53,H
-155,-52,H
-155,-51,H
-155,-50,H
-155,-49,H
-155,-48,H
-155,-47,H
-155,-46,H
-155,-45,H
-155,-44,H
-155,-43,H
-155,-42,H
-155,-41,H
-155,-40,H
-155,-39,H
-155,-38,H
-155,-37,H
-155,-36,H
-155,-35,H
-155,-34,H
-155,-33,H
-155,-32,H
-155,-31,H
-155,-30,H
-155,-29,H
-155,-28,H
-155,-27,H
-155,-26,H
-155,-25,H
-155,-24,H
-155,-23,H
-155,-22,H
-155,-21,H
-155,-20,H
-155,-19,H
-155,-18,H
-155,-17,H
-155,-16,H
-155,-15,H
-155,-14,H
-155,-13,H
-155,-12,H
-155,-11,H
-155,-10,H
-155,-9,H
-155,-8,H
-155,-7,H
-155,-6,H
-155,-5,H
-155,-4,H
-155,-3,H
-155,-2,H
-155,-1,H
-155,0,H
-155,1,H
-155,2,H
-155,3,H
-155,4,H
-155,5,H
-155,6,H
-155,7,H
-155,8,H
-155,9,H
-155,10,H
-155,11,H
-155,12,H
-155,13,H
-155,14,H
-155,15,H
-155,16,H
-155,17,H
-155,18,H
-155,19,H
-155,20,H
-155,21,H
-155,22,H
-155,23,H
-155,24,H
-155,25,H
-155,26,H
-155,27,H
-155,28,H
-155,29,H
-155,30,H
-155,31,H
-155,32,H
-155,33,H
-155,34,H
-155,35,H
-155,36,H
-155,37,H
-155,38,H
-155,39,H
-155,40,H
-155,41,H
-155,42,H
-155,43,H
-155,44,H
-155,45,H
-155,46,H
-155,47,H
-155,48,H
-155,49,H
-155,50,H
-155,51,H
-155,52,H
-155,53,H
-155,54,H
-155,55,H
-155,56,H
-155,57,H
-155,58,H
-155,59,H
-155,60,H
-155,61,H
-155,62,H
-155,63,H
-155,64,H
-155,65,D
-155,66,D
-155,67,D
-155,68,D
-155,69,D
-155,70,D
-155,71,D
-155,72,D
-155,73,D
-155,74,D
-155,75,D
-155,76,D
-155,77,D
-155,78,D
-155,79,D
-155,80,D
-155,81,D
-155,82,D
-155,83,D
-155,84,D
-155,85,D
-155,86,D
-155,87,D
-155,88,D
-155,89,D
-155,90,D
-155,91,D
-155,92,D
-155,93,D
-155,94,D
-155,95,D
-155,96,D
-155,97,D
-155,98,D
